"12.8","565.7","93","2","0.75","0.5","18","11.7","24","0"
"18.2","564.8","57","7","0.6","0.6","18","9.5","6","0"
"12","565.9","91","1","0.75","0.75","12","10.6","6","1"
"12","565.7","88","3","0.75","0.25","20","10.1","24","0"
"12.5","565.3","85","4","1","0.4","18","10","24","1"
"12","565.7","82","2","1","0.75","15","9","6","0"
"14.4","565.1","73","1","1","0.1","18","9.5","6","1"
"17.2","564","64","4","0.95","0.4","18","10.3","3","1"
"12.3","565.3","92","2","0.95","0.25","15","11","24","0"
"12.9","566.8","83","3","0.6","0.25","15","10.1","24","0"
"13.7","566.4","77","3","0.75","0.5","15","9.7","24","1"
"18.6","565.9","57","7","0.75","0.5","18","9.8","6","1"
"11.5","566.7","95","3","1","0.6","8","10.7","24","1"
"11.2","565.8","95","2","1","0.25","16","10.4","3","1"
"12.6","566.1","80","2","0.75","0.25","15","9.2","24","1"
"12.6","567","93","1","1","0.25","10","11.5","3","1"
"17.6","565.5","62","6","0.95","0.6","15","10.2","6","1"
"13.5","566.3","93","3","1","0.5","15","12.3","24","1"
"12.7","565.2","92","2","0.95","0.25","15","11.4","3","0"
"13.2","565.7","93","1","1","0.4","10","12.1","6","1"
"14.4","566.2","79","1","0.6","0.4","15","10.8","3","0"
"15.3","565.5","81","2","1","0.25","16","12.1","6","0"
"19.2","565.2","54","7","0.75","0.5","18","9.7","6","1"
"17.1","566.3","64","3","0.95","0.25","15","10.2","3","1"
"11.9","566.3","91","2","0.75","0.25","17","10.5","24","0"
"18.3","563.8","67","5","0.75","0.5","15","12.1","3","0"
"12","566.1","96","2","1","0.4","12","11.4","24","1"
"12.3","565.2","95","1","0.6","0.4","10","11.5","6","1"
"10.9","566.1","99","2","0.95","0.95","3","10.7","24","0"
"16.6","566.7","71","2","0.75","0.6","16","11.3","3","1"
"12.4","566.4","92","1","0.95","0.6","9","11.1","24","1"
"12.7","566.4","91","2","0.95","0.4","18","11.3","6","1"
"13.5","567","92","2","0.95","0.5","18","12.2","3","1"
"17.6","565.5","70","7","0.95","0.6","15","12.1","6","0"
"15.5","566.8","78","3","0.75","0.4","15","11.6","3","1"
"12.1","566.3","94","1","0.95","0.4","12","11.2","24","1"
"13","565.1","84","2","0.4","0.25","20","10.4","6","0"
"16.7","564.6","71","2","0.95","0.25","20","11.4","3","0"
"12.9","565.7","94","3","0.75","0.75","16","12","24","1"
"12.9","565.4","98","2","0.6","0.25","3","12.6","3","1"
"16.2","563.1","79","2","0.75","0.75","15","12.6","3","1"
"12.6","564.8","94","2","0.95","0.1","15","11.7","24","1"
"14","564.9","92","1","0.75","0.4","10","12.7","3","0"
"12.4","565.7","96","1","0.95","0.25","10","11.8","6","1"
"14","566.1","91","2","1","0.25","10","12.6","3","0"
"15.7","564","85","3","0.95","0.5","12","13.2","3","1"
"12.6","565.5","88","3","1","0.5","15","10.7","24","1"
"12.8","565.5","96","1","1","0.5","9","12.2","6","1"
"12.9","565.7","94","1","1","0.5","15","12","6","1"
"12.2","565.7","93","3","0.6","0.25","18","11.1","24","1"
"18.6","566.1","61","2","0.95","0.25","15","11","6","1"
"11.6","566.7","98","2","1","0.5","10","11.3","24","1"
"12.9","565.7","94","1","1","0.5","15","12","6","1"
"15.8","567.8","78","3","1","0.6","12","12","3","1"
"12.5","566.1","90","3","0.95","0.6","15","10.9","24","1"
"11.5","565.8","94","1","0.6","0.25","15","10.5","24","1"
"19.5","564","46","7","0.4","0.25","20","7.6","3","0"
"12.2","565.3","93","0","1","0.5","14","11.1","3","1"
"12.1","565.9","92","2","1","0.4","14","10.8","3","0"
"12.5","565.9","90","2","0.75","0.4","15","10.9","24","0"
"11.6","565.5","89","4","0.75","0.25","15","9.9","24","1"
"12.5","565.8","92","2","1","0.25","12","11.3","24","1"
"14.8","564.9","73","1","0.95","0.6","15","10","6","1"
"10.9","565.3","99","2","1","0.25","2","10.7","24","1"
"16.4","564","74","7","0.95","0.95","15","11.7","3","1"
"12.5","565.1","94","2","0.95","0.4","10","11.5","24","1"
"13","564.2","91","1","1","0.5","12","11.6","6","0"
"12.1","564.7","96","1","1","0.4","12","11.5","24","1"
"11","564.6","95","2","1","0.4","15","10.2","24","1"
"12.7","565.1","90","3","1","0.75","6","11.1","24","1"
"12.7","564.2","93","1","0.95","0.95","15","11.6","3","1"
"7.5","564.9","94","1","0.4","0.1","12","6.6","24","0"
"11.8","564.9","96","1","1","0.5","6","11.2","24","1"
"11.2","564.8","96","1","1","1","9","10.6","3","1"
"13.8","565.9","91","2","1","0.5","6","12.4","3","1"
"10.6","565.7","92","2","0.6","0.4","20","9.4","24","1"
"11.4","565.3","91","1","0.5","0.4","20","10","24","0"
"12.1","565.1","95","1","1","0.5","7","11.3","24","1"
"11.9","564.4","94","3","0.95","0.6","3","11","24","1"
"14","563.1","88","4","0.6","0.4","15","12","3","0"
"12.6","564","93","2","1","0.4","10","11.5","24","1"
"10.9","564.6","95","3","1","0.6","8","10.1","24","1"
"10.7","564.9","88","3","0.25","0.25","18","8.7","24","1"
"15.3","566.1","74","4","1","0.25","10","10.7","3","0"
"13.3","564.6","87","1","1","0.4","12","11.2","24","1"
"12.7","565.3","85","1","0.95","0.25","12","10.2","24","1"
"11.8","566.3","93","1","0.95","0.5","15","10.7","3","0"
"12.5","564.8","91","1","0.6","0.25","15","11.1","6","0"
"13.9","564.6","83","3","0.95","0.5","9","11.1","3","1"
"13.9","565.9","90","4","1","0.6","9","12.3","6","1"
"11.5","566.4","96","2","1","0.6","9","10.9","24","1"
"11.4","565","98","1","1","0.95","3","11.1","24","1"
"11.5","565.3","98","1","0.95","0.4","4","11.2","24","1"
"12.8","564.6","91","1","1","0.5","15","11.4","6","1"
"14","564","86","3","1","0.4","12","11.7","3","1"
"13.9","565.5","85","1","1","0.6","7","11.4","6","1"
"12.2","564.9","94","4","1","0.4","10","11.3","24","0"
"11.8","564.9","97","1","0.95","0.25","18","11.3","6","0"
"11.6","564.9","98","2","1","0.25","7","11.3","24","1"
"12.5","565.2","88","2","0.4","0.25","15","10.6","24","1"
"12.1","564.9","96","2","1","0.75","7","11.5","24","1"
"12.6","564","89","3","0.95","0.4","15","10.8","3","0"
"13.3","564.6","87","1","1","0.4","12","11.2","24","1"
"12.5","564","93","2","1","0.25","9","11.4","3","1"
"9.9","565.9","94","3","0.4","0.25","15","9","24","1"
"10.6","565.9","94","2","1","0.4","8","9.6","24","1"
"12.7","564.2","93","1","1","0.6","10","11.6","24","1"
"12.7","563.8","92","2","1","0.4","18","11.4","6","1"
"13.2","564.4","89","2","1","0.5","14","11.4","3","1"
"8.4","564","98","2","0.25","0.1","2","8.1","24","1"
"13.4","563.7","68","3","0.5","0.5","15","7.6","6","0"
"6.9","564.8","97","3","0.25","0.1","20","6.5","24","0"
"9.6","564.6","90","2","0.75","0.25","15","8","24","1"
"10.5","564.9","95","3","0.95","0.25","12","9.7","24","1"
"9.6","565.3","98","2","0.75","0.25","20","9.3","6","1"
"12","564.4","93","1","1","0.4","9","10.9","6","1"
"7.5","565.3","98","1","0.75","0.25","4","7.2","24","1"
"12.1","564.2","88","3","1","0.4","12","10.2","6","1"
"10.4","564.9","96","2","0.95","0.6","12","9.8","24","1"
"9","565.2","98","2","0.95","0.25","1","8.7","24","1"
"10.6","564.4","97","1","0.95","0.25","15","10.1","3","0"
"11.5","565.9","96","2","0.5","0.4","20","10.8","24","1"
"10.3","565.2","97","1","0.6","0.6","10","9.8","3","1"
"10.9","565.9","96","2","1","0.95","5","10.3","6","1"
"13.4","565.7","88","4","1","0.4","10","11.5","3","0"
"11.5","565.7","87","2","0.95","0.75","12","9.4","24","1"
"11.9","564.2","97","1","0.95","0.4","15","11.4","6","1"
"10.9","565.5","95","1","0.95","0.6","8","10.1","24","0"
"11.1","564.6","96","1","0.95","0.75","15","10.5","3","0"
"14.5","566.6","80","2","0.95","0.6","15","11.1","3","0"
"11.2","565.7","96","1","1","0.6","12","10.6","24","1"
"11.6","565.9","97","1","0.75","0.5","12","11.2","3","0"
"9.7","565.7","97","1","0.5","0.1","18","9.3","24","1"
"11.3","565.7","96","2","1","0.95","9","10.7","6","0"
"11","565.9","98","1","0.95","0.4","13","10.7","3","0"
"11.8","564.8","94","1","1","0.95","8","10.9","6","1"
"15.1","564.9","81","4","0.95","0.5","3","11.9","6","0"
"11.4","565.7","99","2","1","0.5","15","11.3","24","1"
"9.2","565.9","95","1","0.6","0.1","18","8.4","24","0"
"11.5","566.1","95","0","1","0.4","12","10.7","24","1"
"11.1","564.9","97","1","1","0.25","10","10.6","3","0"
"11.7","565.8","94","1","1","0.6","8","10.8","6","1"
"13.2","564.9","89","2","0.95","0.4","10","11.4","6","1"
"13.5","564.2","88","1","1","0.95","10","11.6","3","1"
"11.2","565.8","87","2","1","0.1","18","9.1","24","1"
"10.6","565.3","90","1","0.05","0.1","8","9","24","0"
"11.6","565.3","96","1","1","0.6","9","11","24","1"
"11.8","564.3","92","1","1","0.6","9","10.5","3","0"
"8.9","565.2","97","2","0.05","0.1","20","8.5","24","1"
"10.6","564.2","93","2","0.6","0.25","15","9.5","6","1"
"8.6","565.5","96","2","0.05","0.1","18","8","24","1"
"10.5","565.3","92","2","0.75","0.5","15","9.3","24","0"
"17.4","563.1","56","3","0.95","0.6","15","8.5","3","0"
"9.5","564.6","94","2","0.95","0.1","15","8.5","24","1"
"12.7","563.8","91","3","0.4","0.4","15","11.3","6","0"
"13.3","564","88","2","1","0.5","0.7","11.4","6","0"
"11.1","565.2","93","2","1","1","8","10","24","1"
"11","564","96","2","0.95","0.95","8","10.4","3","0"
"11.2","564","94","1","1","0.4","8","10.3","24","1"
"11.2","564.7","91","5","1","0.4","16","9.8","24","1"
"11.6","563.3","96","1","1","0.5","14","11","3","1"
"11.9","564.4","94","2","0.75","0.5","14","11","24","1"
"13.6","562.7","92","2","1","0.4","10","12.3","3","1"
"13.1","564.6","88","0","1","0.4","18","11.2","6","0"
"16","564.8","75","7","1","0.75","12","11.6","6","0"
"12.3","565.2","87","1","0.95","0.5","15","10.2","24","0"
"13.6","565.5","87","2","0.95","0.25","15","11.4","24","1"
"13.8","564.2","83","1","0.95","0.25","12","11","6","0"
"17.5","562.9","68","5","0.5","0.4","14","11.5","3","0"
"16.7","564.2","76","6","0.75","0.75","4","12.5","6","0"
"12.1","564.8","96","1","1","0.5","10","11.5","24","0"
"17.7","564.9","64","2","0.75","0.6","8","10.8","3","0"
"13.1","564.7","90","1","1","0.6","8","11.4","24","1"
"12.6","564.9","96","1","1","0.6","15","12","3","0"
"14.2","563.4","90","1","0.95","0.6","15","12.6","6","1"
"14.2","562.5","89","4","1","0.95","2","12.4","3","0"
"13.3","564.3","87","1","0.95","0.95","16","11.2","24","0"
"12","564.9","94","1","0.05","0.1","20","11.1","24","1"
"13.4","565.8","82","2","1","0.25","12","10.3","3","0"
"12","564.7","96","2","0.95","0.6","10","11.4","6","1"
"11.9","565.2","97","1","1","0.5","5","11.4","24","1"
"17","562.7","74","3","0.95","0.75","12","12.3","3","0"
"17.7","564","63","2","0.95","0.75","15","10.6","6","0"
"10.4","565.3","93","1","0.6","0.4","20","9.3","24","1"
"13.4","564.9","86","1","0.4","0.1","20","11","6","1"
"14.2","564","86","2","0.95","0.6","12","11.9","3","1"
"11.8","565.3","89","2","0.95","0.25","20","10","24","1"
"14.3","564.9","85","1","0.6","0.1","12","11.8","3","1"
"15.1","563.7","86","1","1","0.4","10","12.8","6","0"
"11.1","564.8","99","1","0.5","0.4","1","10.9","24","1"
"13.8","564.3","89","2","0.75","0.4","10","12","6","1"
"15.1","563.4","82","4","0.95","0.5","14","12.1","3","0"
"11.6","565.9","95","1","1","0.4","16","10.8","24","1"
"11.1","565.7","94","1","1","0.75","12","10.2","6","1"
"12","566.3","94","2","1","0.6","16","11.1","3","0"
"12.3","564.8","93","2","1","0.4","12","11.2","6","1"
"10.4","566.1","100","2","0.4","0.1","1.5","10.4","24","1"
"11.6","565.7","94","2","0.75","0.25","14","10.7","6","1"
"14.9","564.2","82","3","1","0.75","10","11.9","3","0"
"12.5","566.2","90","2","0.95","0.5","15","10.9","24","1"
"12.7","565.8","89","1","1","0.5","18","10.9","6","0"
"13","566.3","92","2","1","0.5","18","11.7","3","0"
"15.2","565.2","77","2","1","0.6","12","11.2","6","1"
"15.2","563.7","85","3","0.95","0.75","2","12.7","3","1"
"12.7","565.5","90","2","0.5","0.25","12","11.1","24","1"
"11.6","564.9","96","1","1","1","10","11","6","1"
"11.2","565.1","99","1","0.95","0.4","15","11","24","1"
"13.4","564.6","82","1","1","0.4","15","10.4","6","0"
"15.4","563.4","74","5","1","0.4","15","10.8","3","0"
"11","565.5","91","3","0.6","0.25","15","9.6","24","1"
"10.7","566.4","95","1","0.95","0.25","12","9.9","3","1"
"12.4","565.2","93","1","1","0.75","15","11.3","24","1"
"13.5","564.2","93","3","0.95","0.95","9","12.4","6","1"
"18.7","563.8","70","2","0.6","0.5","12","13.1","6","0"
"13.3","565.3","88","1","0.95","0.5","10","11.4","24","1"
"14.3","563.7","87","1","0.5","0.25","10","12.2","6","1"
"11.9","563.4","97","1","0.95","0.5","9","11.4","3","1"
"12.6","564.7","95","1","1","0.6","12","11.8","24","1"
"11.9","563.4","97","1","0.95","0.5","9","11.4","3","1"
"12.3","564.2","98","1","0.95","0.5","9","12","6","1"
"17.1","565.5","72","2","0.95","0.6","15","12","3","0"
"12.6","564.9","96","2","1","0.6","8","12","3","1"
"12.2","563.7","97","1","1","0.4","10","11.7","3","1"
"13","565.1","84","1","1","0.5","10","10.4","3","0"
"13","565.1","84","2","1","0.5","10","10.4","3","0"
"12.5","566.1","92","2","0.75","0.4","9","11.2","24","0"
"13.4","564.6","89","2","0.95","0.25","15","11.6","6","0"
"15.1","563.7","85","4","1","0.4","10","12.6","3","0"
"11.3","565.7","91","3","0.75","0.1","15","9.9","24","1"
"11.5","565.5","94","3","0.95","0.25","14","10.6","6","1"
"11.7","566.4","97","1","1","0.5","7","11.2","3","1"
"12","564.8","97","2","0.75","0.25","8","11.5","24","1"
"12.2","564","96","0","1","0.1","12","11.6","3","1"
"12.8","564.6","97","1","0.95","0.6","5","12.3","6","1"
"15.5","562.9","86","3","1","0.5","7","13.2","3","1"
"12.1","565.3","93","2","0.95","0.4","6","11","24","1"
"17.4","565.2","67","2","1","0.5","15","11.2","6","1"
"14.9","567","77","2","1","0.25","15","10.9","3","1"
"11.6","565.7","91","2","1","0.1","15","10.2","24","1"
"11.2","564.9","92","2","1","0.1","14","10","3","0"
"11.9","565.7","91","3","1","0.4","10","10.5","6","1"
"12.8","566.3","96","1","1","0.25","7","12.2","3","1"
"12.4","564.8","98","1","1","0.4","8","12.1","6","1"
"11.8","565.7","98","2","0.95","0.1","16","11.5","24","1"
"12","564.6","93","1","0.95","0.75","10","10.9","6","1"
"13.4","563.8","89","3","1","0.6","6","11.6","3","1"
"15.5","564","85","6","1","0.4","4","13","6","1"
"11.6","565.3","98","1","1","0.4","5","11.3","24","1"
"11.5","565.5","97","1","1","0.5","8","11.1","3","1"
"13.6","564.3","91","1","1","0.6","10","12.2","6","1"
"14.6","562.9","86","3","1","0.95","9","12.3","3","1"
"10.2","565.2","99","2","0.95","0.95","1.5","10.1","24","1"
"13.5","564.2","90","2","0.95","0.5","10","11.9","6","1"
"14.4","563.1","88","5","0.95","0.95","3","12.4","3","1"
"12","565.2","84","3","0.5","0.1","20","9.4","24","1"
"13.3","564.8","91","2","0.95","0.25","15","11.9","6","1"
"13.9","563.7","97","6","0.95","0.4","9","13.4","3","1"
"13.9","564.2","89","1","1","0.4","8","12.1","6","1"
"14.9","563.4","86","2","0.95","0.25","8","12.6","3","1"
"9.8","565.5","97","2","0.5","0.25","10","9.3","24","1"
"12.2","564.3","94","1","1","0.4","10","11.2","6","1"
"12.9","563.3","86","1","1","0.25","12","10.6","3","1"
"10.3","566.7","91","3","0.95","0.4","12","8.9","24","0"
"11.6","565.8","86","3","0.25","0.1","18","9.4","24","0"
"12.4","564.8","83","2","0.75","0.25","16","9.6","24","1"
"15.2","562.9","67","4","0.95","0.25","15","9.1","3","1"
"11.2","563.4","85","1","0.95","0.1","14","8.8","3","0"
"12.1","563.4","97","1","0.95","0.4","10","11.6","6","1"
"13","563.7","95","4","0.95","0.5","10","12.2","6","1"
"10.1","565.1","98","2","0.95","0.6","0.5","9.8","24","1"
"11.2","564.4","96","1","1","0.4","9","10.6","6","1"
"11.5","565.2","98","1","1","0.4","5","11.2","24","1"
"10.6","564","98","3","1","0.4","2","10.3","3","0"
"12","564.2","95","2","0.95","0.4","15","11.2","6","1"
"13.8","563.3","85","3","1","0.6","8","11.3","3","1"
"10.9","566.1","95","2","0.6","0.4","16","10.1","3","0"
"11.4","567","84","1","0.95","0.25","18","8.8","24","0"
"14.4","565.3","64","3","1","0.5","15","7.7","6","0"
"16.8","564.8","59","10","1","0.5","18","8.8","6","0"
"10.6","565.2","95","1","1","1","14","9.8","24","1"
"12.1","564.6","87","2","1","0.5","12","10","6","1"
"11.1","565.2","95","1","1","0.4","12","10.3","3","1"
"11.4","564.6","96","2","1","0.4","7","10.8","24","0"
"16.1","562.8","74","3","0.95","0.6","8","11.5","3","0"
"11.9","565.5","94","1","0.75","0.4","8","11","24","1"
"14.2","564.6","79","1","0.95","0.95","16","10.6","6","0"
"9.8","565.9","88","2","0.95","0.4","15","7.9","24","0"
"10.8","565.5","96","1","1","0.6","6","10.2","24","1"
"14.4","563.4","83","4","1","0.4","2","11.6","3","1"
"9.6","565.9","99","2","1","0.4","0.2","9.5","24","1"
"9.6","565.5","98","1","0.6","0.4","3","9.3","6","0"
"10.2","566.3","97","2","0.75","0.25","10","9.7","3","0"
"13.8","563.6","88","4","1","0.5","3","11.8","3","1"
"11.2","565.5","91","2","0.95","0.25","12","9.7","24","0"
"15.8","563.4","68","2","1","0.4","15","9.9","3","0"
"8.9","565.5","98","0","0.95","0.4","8","8.6","24","1"
"15.4","563.7","73","4","0.75","0.4","15","10.6","3","1"
"11.1","565.9","94","1","0.95","0.4","3.5","10.2","24","1"
"10.7","565.1","97","2","1","0.5","8","10.2","3","0"
"10.6","565.5","97","2","1","0.4","12","10.1","6","1"
"11.6","566.1","92","2","1","0.6","8","10.3","3","1"
"12.8","564.6","89","1","1","0.5","12","11","6","1"
"8.4","565.7","99","1","0.6","0.5","7","8.2","24","1"
"13.2","564.4","74","2","0.4","0.4","20","8.7","6","1"
"18.1","563.5","66","2","0.4","0.4","16","11.6","3","1"
"9.6","565.4","97","1","0.95","0.95","16","9.2","24","0"
"13.2","564.4","74","1","0.4","0.4","20","8.7","6","0"
"14.9","563.8","78","3","0.95","0.6","15","11.1","3","0"
"11.5","566.1","80","2","0.95","0.1","18","8.1","3","0"
"13.8","565.3","70","2","1","0.25","14","8.4","6","0"
"9.5","565.5","97","2","1","0.25","14","9","24","1"
"11","565.7","92","1","0.95","0.25","15","9.8","6","0"
"11.5","565.9","96","1","0.75","0.25","15","10.9","3","0"
"11.5","564.9","91","3","0.5","0.4","20","10","24","1"
"12.8","564.2","84","2","0.95","0.4","9","10.2","6","1"
"16.7","562.9","77","3","0.95","0.4","18","12.6","3","0"
"10.2","565.5","98","1","0.95","0.6","7","9.9","24","1"
"11.3","565.3","95","1","0.95","0.25","20","10.5","6","1"
"11.8","565.7","94","3","1","0.25","14","10.9","3","1"
"14.4","564.2","83","2","1","0.5","8","11.6","6","0"
"11.1","566.7","87","2","1","0.6","15","9","24","0"
"16.9","564.8","60","4","0.75","0.5","16","9.1","3","0"
"18.3","565.9","56","8","0.75","0.6","14","9.4","6","0"
"14.1","567.2","85","3","0.95","0.75","4","11.6","3","0"
"10","566.1","94","1","0.75","0.5","15","9.1","24","0"
"15.2","564.4","66","3","0.95","0.4","20","8.9","3","0"
"13.4","566.7","76","2","0.95","0.4","16","9.3","24","0"
"12.7","565.5","80","2","1","0.4","18","9.3","3","0"
"9.3","566.1","93","2","0.95","0.4","5","8.2","24","0"
"15","565.3","67","7","0.6","0.4","16","8.9","6","0"
"13.3","566.4","79","2","1","0.95","9","9.7","3","0"
"11.8","565.3","84","5","0.95","0.95","5","9.2","24","1"
"12.5","564.7","83","1","1","0.25","16","9.7","6","1"
"12.4","564.2","86","6","1","0.95","5","10.1","3","1"
"10.6","565.3","97","2","0.75","0.5","15","10.1","24","1"
"11.6","564.4","97","1","0.25","0.25","15","11.1","6","1"
"16","564.6","79","3","0.95","0.95","9","12.4","6","1"
"11.4","564.8","97","2","0.75","0.75","15","10.9","24","1"
"11.3","564.6","95","1","1","0.25","15","10.5","6","1"
"13.4","564","88","2","1","0.75","10","11.5","6","1"
"14","565.2","82","18","0.05","0.6","10","10.7","24","1"
"11.5","564.9","94","2","0.75","0.6","12","10.6","6","0"
"13","565.5","82","2","1","0.1","12","10","3","0"
"14.7","564","84","4","1","0.6","12","12","3","0"
"15","564.9","81","4","1","0.6","15","11.8","6","0"
"9.9","565.9","90","2","0.05","0.1","20","8.3","24","1"
"11.3","565.5","91","1","0.5","0.25","15","9.9","6","0"
"13.8","565.1","81","4","1","0.5","12","10.6","3","1"
"14.1","565.2","82","6","1","0.95","8","11","6","0"
"15.5","566.2","65","2","1","0.75","14","9","3","0"
"11.5","565.7","91","2","1","0.25","12","10.1","24","0"
"17","563.6","57","3","0.95","0.5","15","8.3","3","0"
"9.6","565.3","91","1","0.95","0.1","14","8.2","24","0"
"13.5","563.8","84","2","0.75","0.25","12","10.9","6","0"
"15.3","563.2","79","4","0.6","0.6","15","11.7","3","0"
"7.3","565.5","98","1","0.5","0.1","6","7","24","1"
"11.4","565.1","94","1","0.5","0.25","12","10.5","6","1"
"12.6","564.2","93","5","0.75","0.5","10","11.5","3","1"
"10.3","566.1","75","2","0.25","0.1","16","6.1","24","0"
"15.2","563.7","72","2","0.95","0.6","14","10.1","3","0"
"10","565.5","94","2","0.95","0.4","15","9.1","24","1"
"9","565.3","94","1","0.75","0.25","12","8.1","3","0"
"9.7","566.1","92","2","0.4","0.25","12","8.5","3","0"
"13.6","564.4","79","6","0.95","0.6","10","10","3","0"
"10.5","565.8","94","2","0.95","0.6","15","9.6","24","1"
"10.5","565.8","88","3","0.4","0.25","20","8.6","24","1"
"10.4","565.7","93","2","0.25","0.1","20","9.3","6","1"
